timestamp,engine_temp,rpm,engine_load,fuel_rate,speed_knots,oil_pressure,coolant_temp,vibration,weather_status,engine_status
2026-01-01 05:00:00,89.1,1315,72,204,19,4.6,83.6,0.52,rough,normal
2026-01-01 05:05:00,94.3,1316,85,194,20,4.67,88.9,0.43,rough,warning
2026-01-01 05:10:00,90.8,1403,66,191,24,4.44,81.9,0.88,moderate,critical
2026-01-01 05:15:00,89.7,1168,67,232,20,4.07,83.4,0.36,calm,normal
2026-01-01 05:20:00,84.5,1386,81,197,24,4.57,74.6,0.3,storm,normal
2026-01-01 05:25:00,86.9,1358,71,217,23,4.43,77.7,0.43,calm,normal
2026-01-01 05:30:00,81.3,1162,81,207,18,4.65,72.2,0.44,moderate,normal
2026-01-01 05:35:00,85.5,1083,76,228,24,4.05,77.2,0.83,calm,critical
2026-01-01 05:40:00,87.3,1313,80,228,24,4.2,81.3,0.21,moderate,normal
2026-01-01 05:45:00,89.4,1482,63,203,20,4.6,79.9,0.66,moderate,warning
2026-01-01 05:50:00,88.9,1199,81,237,18,4.28,82.1,0.71,moderate,warning
2026-01-01 05:55:00,95.1,1439,80,191,22,4.56,86.3,0.24,calm,warning
2026-01-01 06:00:00,91.6,1401,81,207,19,4.79,84.9,0.6,moderate,warning
2026-01-01 06:05:00,96.4,1459,67,189,22,4.37,87.0,0.29,moderate,critical
2026-01-01 06:10:00,79.2,1175,74,216,22,4.31,71.3,0.51,calm,normal
2026-01-01 06:15:00,92.8,1063,68,226,20,4.76,86.9,0.47,calm,warning
2026-01-01 06:20:00,84.5,1261,60,220,23,4.41,76.9,0.6,moderate,normal
2026-01-01 06:25:00,85.3,1049,69,231,21,4.13,75.9,0.75,calm,warning
2026-01-01 06:30:00,83.6,1385,78,221,21,4.53,76.9,0.58,storm,normal
2026-01-01 06:35:00,89.4,1221,63,222,22,4.25,79.5,0.45,calm,normal
2026-01-01 06:40:00,93.7,1271,62,239,23,4.51,87.1,0.23,moderate,warning
2026-01-01 06:45:00,88.5,1434,69,221,24,4.52,79.1,0.65,moderate,warning
2026-01-01 06:50:00,82.2,1241,72,215,22,4.29,76.8,0.59,moderate,normal
2026-01-01 06:55:00,92.0,1293,75,180,23,4.08,84.3,0.24,calm,warning
2026-01-01 07:00:00,88.3,1371,63,190,22,4.36,83.0,0.81,moderate,critical
2026-01-01 07:05:00,89.8,1327,69,234,18,4.06,80.4,0.84,moderate,critical
2026-01-01 07:10:00,82.9,1179,68,199,20,4.29,74.7,0.8,moderate,critical
2026-01-01 07:15:00,86.5,1043,81,224,20,4.61,77.4,0.73,calm,warning
2026-01-01 07:20:00,94.7,1136,65,218,23,4.02,88.8,0.53,calm,warning
2026-01-01 07:25:00,88.7,1413,69,224,24,4.35,81.7,0.84,rough,critical
2026-01-01 07:30:00,85.6,1364,75,182,22,4.17,75.9,0.29,calm,normal
2026-01-01 07:35:00,92.6,1202,67,185,19,4.69,83.0,0.88,calm,critical
2026-01-01 07:40:00,92.8,1120,67,212,20,4.52,83.7,0.76,moderate,critical
2026-01-01 07:45:00,98.6,1313,77,218,18,4.75,92.9,0.36,calm,critical
2026-01-01 07:50:00,87.5,1090,64,211,21,4.54,81.9,0.84,moderate,critical
2026-01-01 07:55:00,96.4,1125,80,213,20,4.4,88.4,0.27,rough,critical
2026-01-01 08:00:00,90.7,1414,69,190,18,4.15,85.1,0.22,moderate,warning
2026-01-01 08:05:00,89.3,1169,67,205,19,4.62,81.0,0.71,storm,warning
2026-01-01 08:10:00,92.4,1302,62,185,19,4.79,86.9,0.66,moderate,warning
2026-01-01 08:15:00,87.1,1072,71,214,21,4.48,77.5,0.83,rough,critical
2026-01-01 08:20:00,96.5,1322,69,203,22,4.34,87.1,0.49,calm,critical
2026-01-01 08:25:00,90.3,1273,84,235,21,4.11,81.5,0.25,moderate,warning
2026-01-01 08:30:00,94.4,1420,65,181,21,4.36,85.8,0.43,rough,warning
2026-01-01 08:35:00,90.3,1284,75,210,24,4.77,84.0,0.61,calm,warning
2026-01-01 08:40:00,85.7,1123,66,197,20,4.55,79.2,0.29,calm,normal
2026-01-01 08:45:00,91.4,1216,82,210,22,4.68,83.9,0.37,moderate,warning
2026-01-01 08:50:00,89.4,1309,88,209,21,4.32,83.9,0.65,moderate,warning
2026-01-01 08:55:00,85.4,1206,79,239,21,4.1,76.1,0.22,moderate,normal
2026-01-01 09:00:00,84.4,1310,75,195,24,4.23,78.9,0.82,calm,critical
2026-01-01 09:05:00,81.2,1017,72,238,18,4.74,74.8,0.46,moderate,normal
2026-01-01 09:10:00,84.7,1178,74,204,22,4.4,76.1,0.54,rough,normal
2026-01-01 09:15:00,95.8,1090,66,205,18,4.76,86.2,0.32,rough,warning
2026-01-01 09:20:00,92.1,1256,77,206,23,4.53,86.9,0.31,calm,warning
2026-01-01 09:25:00,99.2,1448,74,195,22,4.46,90.0,0.5,moderate,critical
2026-01-01 09:30:00,86.6,1369,65,196,21,4.64,78.8,0.8,rough,critical
2026-01-01 09:35:00,90.7,1288,82,194,22,4.27,84.6,0.53,rough,warning
2026-01-01 09:40:00,85.5,1393,78,212,18,4.08,78.9,0.39,calm,normal
2026-01-01 09:45:00,87.6,1282,82,185,23,4.77,80.4,0.75,calm,warning
2026-01-01 09:50:00,92.5,1483,60,219,21,4.7,85.2,0.52,calm,warning
2026-01-01 09:55:00,96.3,1122,70,209,18,4.4,88.1,0.64,moderate,critical
2026-01-01 10:00:00,88.4,1294,77,184,18,4.75,78.5,0.87,moderate,critical
2026-01-01 10:05:00,93.7,1168,67,206,21,4.36,88.4,0.24,calm,warning
2026-01-01 10:10:00,87.6,1331,61,227,22,4.22,81.2,0.24,calm,normal
2026-01-01 10:15:00,95.2,1259,77,194,22,4.33,88.1,0.88,calm,critical
2026-01-01 10:20:00,83.8,1334,76,193,21,4.13,75.4,0.89,rough,critical
2026-01-01 10:25:00,91.8,1102,88,188,18,4.66,85.0,0.88,rough,critical
2026-01-01 10:30:00,91.2,1126,67,206,22,4.2,82.2,0.29,calm,warning
2026-01-01 10:35:00,81.1,1027,71,231,22,4.73,74.8,0.23,storm,normal
2026-01-01 10:40:00,81.0,1157,68,234,23,4.45,72.8,0.68,calm,warning
2026-01-01 10:45:00,92.9,1175,70,189,18,4.47,84.6,0.65,calm,warning
2026-01-01 10:50:00,86.6,1164,71,233,21,4.48,78.1,0.37,calm,normal
2026-01-01 10:55:00,99.1,1382,70,239,24,4.08,89.4,0.39,calm,critical
2026-01-01 11:00:00,80.4,1149,72,235,21,4.07,72.3,0.43,rough,normal
2026-01-01 11:05:00,96.7,1415,64,216,20,4.12,88.8,0.46,calm,critical
2026-01-01 11:10:00,92.4,1393,61,202,24,4.28,85.1,0.28,moderate,warning
2026-01-01 11:15:00,83.8,1281,66,186,22,4.04,78.0,0.35,rough,normal
2026-01-01 11:20:00,86.8,1078,62,212,18,4.58,77.0,0.38,moderate,normal
2026-01-01 11:25:00,82.3,1255,78,203,24,4.23,73.1,0.31,storm,normal
2026-01-01 11:30:00,90.5,1152,67,202,22,4.48,84.1,0.45,calm,warning
2026-01-01 11:35:00,83.9,1408,89,234,19,4.54,78.5,0.59,rough,normal
2026-01-01 11:40:00,88.5,1017,89,198,24,4.73,80.8,0.56,storm,normal
2026-01-01 11:45:00,93.0,1007,67,206,19,4.01,85.9,0.46,rough,warning
2026-01-01 11:50:00,88.3,1372,74,207,23,4.75,80.2,0.34,calm,normal
2026-01-01 11:55:00,81.7,1190,66,187,24,4.46,75.7,0.27,moderate,normal
2026-01-01 12:00:00,90.1,1190,71,215,18,4.79,83.9,0.28,rough,warning
2026-01-01 12:05:00,85.4,1025,66,218,20,4.4,78.1,0.63,calm,warning
2026-01-01 12:10:00,88.7,1343,69,183,23,4.17,82.7,0.41,calm,normal
2026-01-01 12:15:00,86.8,1246,60,218,18,4.25,78.1,0.51,storm,normal
2026-01-01 12:20:00,81.4,1011,69,180,20,4.48,75.8,0.39,moderate,normal
2026-01-01 12:25:00,89.5,1336,89,223,23,4.16,82.1,0.27,calm,normal
2026-01-01 12:30:00,94.7,1005,88,239,21,4.29,85.7,0.78,calm,critical
2026-01-01 12:35:00,88.6,1489,75,239,22,4.63,78.8,0.39,rough,normal
2026-01-01 12:40:00,91.9,1429,63,194,19,4.59,85.1,0.65,calm,warning
2026-01-01 12:45:00,84.9,1112,70,185,22,4.16,77.3,0.57,moderate,normal
2026-01-01 12:50:00,91.9,1372,75,213,19,4.36,83.2,0.68,calm,warning
2026-01-01 12:55:00,89.5,1000,73,228,18,4.07,82.0,0.49,moderate,normal
2026-01-01 13:00:00,89.4,1387,88,207,22,4.39,83.8,0.47,storm,normal
2026-01-01 13:05:00,96.2,1031,63,186,21,4.05,86.8,0.78,moderate,critical
2026-01-01 13:10:00,91.9,1261,77,205,18,4.11,86.3,0.63,moderate,warning
2026-01-01 13:15:00,83.3,1436,70,235,18,4.69,75.2,0.67,calm,warning
2026-01-01 13:20:00,89.3,1293,81,223,22,4.08,80.4,0.77,moderate,critical
2026-01-01 13:25:00,99.6,1019,62,233,19,4.33,94.5,0.82,storm,critical
2026-01-01 13:30:00,92.7,1130,75,211,19,4.62,83.1,0.22,rough,warning
2026-01-01 13:35:00,87.8,1409,61,192,22,4.55,80.6,0.63,calm,warning
2026-01-01 13:40:00,95.8,1206,76,228,24,4.18,88.6,0.78,calm,critical
2026-01-01 13:45:00,77.1,1241,82,185,21,4.14,70.0,0.38,calm,normal
2026-01-01 13:50:00,82.8,1420,63,213,22,4.16,75.3,0.57,rough,normal
2026-01-01 13:55:00,93.1,1469,77,204,20,4.61,87.5,0.77,rough,critical
2026-01-01 14:00:00,88.4,1420,67,194,18,4.04,81.8,0.58,calm,normal
2026-01-01 14:05:00,95.0,1069,73,208,18,4.17,87.3,0.73,moderate,warning
2026-01-01 14:10:00,88.9,1441,68,209,24,4.05,79.6,0.65,storm,warning
2026-01-01 14:15:00,94.2,1497,83,237,21,4.77,87.8,0.54,moderate,warning
2026-01-01 14:20:00,87.9,1058,73,183,24,4.42,82.0,0.78,moderate,critical
2026-01-01 14:25:00,89.6,1085,76,184,21,4.39,81.1,0.22,calm,normal
2026-01-01 14:30:00,99.7,1469,63,182,18,4.73,92.0,0.35,calm,critical
2026-01-01 14:35:00,84.6,1211,73,202,24,4.8,76.4,0.4,calm,normal
2026-01-01 14:40:00,92.8,1400,60,196,19,4.0,86.0,0.79,calm,critical
2026-01-01 14:45:00,85.6,1132,73,184,21,4.38,78.6,0.52,moderate,normal
2026-01-01 14:50:00,91.6,1158,68,211,20,4.79,86.0,0.42,moderate,warning
2026-01-01 14:55:00,93.3,1044,61,218,20,4.1,87.7,0.85,calm,critical
2026-01-01 15:00:00,89.4,1037,67,226,18,4.72,81.4,0.86,moderate,critical
2026-01-01 15:05:00,92.7,1365,86,198,23,4.58,86.8,0.34,calm,warning
2026-01-01 15:10:00,84.8,1391,88,225,18,4.52,78.9,0.38,calm,normal
2026-01-01 15:15:00,84.5,1361,65,208,24,4.12,75.3,0.44,moderate,normal
2026-01-01 15:20:00,83.3,1485,89,195,21,4.42,77.3,0.56,calm,normal
2026-01-01 15:25:00,82.1,1459,89,206,23,4.17,74.8,0.41,rough,normal
2026-01-01 15:30:00,89.5,1499,67,187,22,4.22,81.7,0.51,calm,normal
2026-01-01 15:35:00,90.4,1446,77,231,24,4.5,81.4,0.39,calm,warning
2026-01-01 15:40:00,87.6,1473,88,235,23,4.73,80.0,0.28,calm,normal
2026-01-01 15:45:00,84.2,1019,68,215,24,4.48,78.9,0.23,calm,normal
2026-01-01 15:50:00,86.4,1101,80,193,19,4.32,79.4,0.62,rough,warning
2026-01-01 15:55:00,88.7,1409,68,214,24,4.52,82.8,0.5,moderate,normal
2026-01-01 16:00:00,81.9,1049,65,237,19,4.64,76.8,0.23,calm,normal
2026-01-01 16:05:00,92.9,1340,61,239,22,4.53,85.2,0.67,calm,warning
2026-01-01 16:10:00,90.7,1124,84,196,24,4.8,81.5,0.7,calm,warning
2026-01-01 16:15:00,78.7,1251,68,200,23,4.15,73.3,0.59,calm,normal
2026-01-01 16:20:00,93.6,1195,77,182,23,4.66,84.6,0.66,moderate,warning
2026-01-01 16:25:00,97.3,1339,68,224,21,4.08,89.3,0.22,calm,critical
2026-01-01 16:30:00,91.9,1429,60,199,19,4.58,83.2,0.45,rough,warning
2026-01-01 16:35:00,86.7,1368,61,213,22,4.7,78.2,0.39,rough,normal
2026-01-01 16:40:00,88.4,1302,82,207,20,4.16,81.7,0.9,rough,critical
2026-01-01 16:45:00,84.4,1334,80,210,19,4.02,75.9,0.82,calm,critical
2026-01-01 16:50:00,87.7,1374,73,209,18,4.66,80.4,0.88,calm,critical
2026-01-01 16:55:00,88.9,1080,81,202,19,4.52,80.8,0.62,calm,warning
2026-01-01 17:00:00,95.6,1462,60,217,18,4.09,88.4,0.4,rough,warning
2026-01-01 17:05:00,87.5,1139,62,187,20,4.55,79.5,0.87,rough,critical
2026-01-01 17:10:00,86.6,1229,65,204,22,4.18,80.5,0.69,moderate,warning
2026-01-01 17:15:00,89.4,1353,79,186,21,4.12,83.4,0.23,calm,normal
2026-01-01 17:20:00,89.7,1006,69,207,23,4.22,79.9,0.42,calm,normal
2026-01-01 17:25:00,81.9,1392,71,218,18,4.68,73.9,0.6,rough,normal
2026-01-01 17:30:00,85.0,1199,60,191,22,4.68,77.8,0.84,calm,critical
2026-01-01 17:35:00,86.9,1305,87,236,22,4.14,81.1,0.66,moderate,warning
2026-01-01 17:40:00,88.0,1380,72,203,24,4.22,81.1,0.26,moderate,normal
2026-01-01 17:45:00,85.1,1016,71,210,24,4.32,78.1,0.57,rough,normal
2026-01-01 17:50:00,85.9,1363,76,193,19,4.02,77.9,0.83,calm,critical
2026-01-01 17:55:00,85.9,1130,83,236,19,4.64,80.9,0.55,calm,normal
2026-01-01 18:00:00,93.7,1246,64,196,19,4.69,87.3,0.43,moderate,warning
2026-01-01 18:05:00,86.2,1213,82,211,18,4.6,78.8,0.59,storm,normal
2026-01-01 18:10:00,88.6,1483,68,235,24,4.02,83.0,0.35,rough,normal
2026-01-01 18:15:00,85.1,1193,63,235,19,4.08,79.7,0.82,rough,critical
2026-01-01 18:20:00,91.4,1479,73,209,19,4.02,83.8,0.21,rough,warning
2026-01-01 18:25:00,90.0,1229,62,191,20,4.55,81.4,0.5,moderate,normal
2026-01-01 18:30:00,85.9,1013,71,230,23,4.52,76.5,0.8,calm,critical
2026-01-01 18:35:00,91.7,1478,78,206,24,4.65,83.9,0.22,calm,warning
2026-01-01 18:40:00,84.6,1013,70,194,20,4.11,79.5,0.29,rough,normal
2026-01-01 18:45:00,88.5,1398,86,192,22,4.7,82.9,0.25,calm,normal
2026-01-01 18:50:00,85.5,1374,63,216,19,4.11,77.3,0.72,storm,warning
2026-01-01 18:55:00,90.8,1427,80,194,23,4.5,84.3,0.3,calm,warning
2026-01-01 19:00:00,83.1,1334,65,193,23,4.31,76.8,0.27,moderate,normal
2026-01-01 19:05:00,81.6,1077,69,187,22,4.68,72.8,0.51,calm,normal
2026-01-01 19:10:00,94.7,1340,75,199,20,4.09,86.6,0.51,moderate,warning
2026-01-01 19:15:00,81.3,1018,81,188,19,4.32,75.0,0.65,moderate,warning
2026-01-01 19:20:00,82.4,1373,81,194,19,4.69,74.9,0.87,moderate,critical
2026-01-01 19:25:00,88.7,1008,86,213,24,4.45,81.2,0.61,calm,warning
2026-01-01 19:30:00,95.5,1294,72,206,22,4.08,89.8,0.34,rough,warning
2026-01-01 19:35:00,80.7,1193,79,215,23,4.77,73.3,0.24,rough,normal
2026-01-01 19:40:00,84.2,1143,67,233,18,4.5,76.3,0.65,calm,warning
2026-01-01 19:45:00,98.9,1087,60,181,20,4.37,90.7,0.71,calm,critical
2026-01-01 19:50:00,75.0,1076,80,182,22,4.58,70.0,0.23,calm,normal
2026-01-01 19:55:00,86.5,1493,80,188,20,4.29,80.3,0.52,moderate,normal
2026-01-01 20:00:00,90.2,1394,62,190,24,4.07,80.4,0.29,calm,warning
2026-01-01 20:05:00,86.7,1279,69,231,23,4.06,79.2,0.35,rough,normal
2026-01-01 20:10:00,92.5,1266,84,184,20,4.38,84.2,0.35,calm,warning
2026-01-01 20:15:00,89.7,1487,71,221,22,4.34,84.6,0.32,calm,normal
2026-01-01 20:20:00,87.7,1002,81,184,19,4.32,79.6,0.84,moderate,critical
2026-01-01 20:25:00,97.6,1108,65,184,24,4.75,91.5,0.57,moderate,critical
2026-01-01 20:30:00,86.2,1198,65,192,24,4.25,77.6,0.74,rough,warning
2026-01-01 20:35:00,92.0,1170,67,232,20,4.34,86.8,0.86,rough,critical
2026-01-01 20:40:00,88.6,1412,73,219,21,4.65,80.3,0.22,calm,normal
2026-01-01 20:45:00,83.7,1314,86,236,21,4.41,73.8,0.67,calm,warning
2026-01-01 20:50:00,88.4,1476,87,229,24,4.45,78.9,0.45,calm,normal
2026-01-01 20:55:00,91.4,1434,73,212,22,4.16,84.7,0.31,rough,warning
2026-01-01 21:00:00,86.2,1001,76,229,22,4.6,78.8,0.3,calm,normal
2026-01-01 21:05:00,84.6,1169,72,219,24,4.58,77.6,0.56,storm,normal
2026-01-01 21:10:00,91.3,1439,66,230,19,4.52,83.7,0.69,calm,warning
2026-01-01 21:15:00,96.8,1101,83,180,21,4.09,88.4,0.41,moderate,critical
2026-01-01 21:20:00,83.1,1060,61,205,19,4.64,73.8,0.87,rough,critical
2026-01-01 21:25:00,92.0,1478,73,197,23,4.5,85.6,0.64,calm,warning
2026-01-01 21:30:00,82.3,1170,79,236,21,4.13,76.9,0.88,calm,critical
2026-01-01 21:35:00,91.1,1394,68,199,21,4.03,85.0,0.63,moderate,warning
2026-01-01 21:40:00,85.2,1218,79,217,20,4.42,78.9,0.53,moderate,normal
2026-01-01 21:45:00,88.6,1432,86,223,19,4.24,79.5,0.63,rough,warning
2026-01-01 21:50:00,75.0,1164,84,216,19,4.07,70.0,0.5,calm,normal
2026-01-01 21:55:00,82.6,1015,77,223,23,4.03,75.2,0.74,calm,warning
2026-01-01 22:00:00,88.4,1494,62,230,24,4.37,81.1,0.65,calm,warning
2026-01-01 22:05:00,82.1,1288,67,211,22,4.54,76.2,0.56,storm,normal
2026-01-01 22:10:00,86.7,1110,61,228,19,4.6,77.6,0.36,rough,normal
2026-01-01 22:15:00,87.4,1468,60,195,20,4.14,80.6,0.24,moderate,normal
2026-01-01 22:20:00,88.1,1015,62,212,24,4.62,81.3,0.55,calm,normal
2026-01-01 22:25:00,92.3,1312,75,234,23,4.7,85.8,0.64,moderate,warning
2026-01-01 22:30:00,95.2,1407,72,220,23,4.21,87.0,0.25,moderate,warning
2026-01-01 22:35:00,85.2,1192,68,197,18,4.36,77.9,0.59,moderate,normal
2026-01-01 22:40:00,87.7,1093,84,212,22,4.61,81.0,0.24,calm,normal
2026-01-01 22:45:00,88.3,1064,68,234,22,4.8,78.6,0.22,moderate,normal
2026-01-01 22:50:00,77.6,1383,88,193,19,4.7,70.0,0.67,moderate,warning
2026-01-01 22:55:00,84.7,1271,71,222,22,4.69,75.6,0.5,moderate,normal
2026-01-01 23:00:00,84.5,1299,83,233,20,4.25,77.8,0.55,calm,normal
2026-01-01 23:05:00,86.9,1171,87,187,22,4.12,79.8,0.9,rough,critical
2026-01-01 23:10:00,85.7,1042,89,205,19,4.01,76.2,0.32,calm,normal
2026-01-01 23:15:00,84.1,1259,70,182,20,4.31,76.4,0.71,calm,warning
2026-01-01 23:20:00,88.6,1326,82,231,22,4.42,79.9,0.82,moderate,critical
2026-01-01 23:25:00,92.8,1082,82,225,22,4.12,84.6,0.75,rough,warning
2026-01-01 23:30:00,86.8,1026,68,232,23,4.45,77.5,0.43,rough,normal
2026-01-01 23:35:00,90.3,1259,78,225,20,4.43,84.3,0.74,moderate,warning
2026-01-01 23:40:00,86.4,1209,70,233,22,4.01,80.1,0.86,calm,critical
2026-01-01 23:45:00,86.0,1428,88,205,18,4.56,77.4,0.76,rough,critical
2026-01-01 23:50:00,94.3,1354,78,230,22,4.5,89.1,0.73,calm,warning
2026-01-01 23:55:00,91.7,1179,65,212,23,4.3,86.0,0.42,calm,warning
2026-01-02 00:00:00,87.6,1311,85,221,21,4.71,82.4,0.6,calm,normal
2026-01-02 00:05:00,86.3,1189,63,201,19,4.38,81.1,0.9,moderate,critical
2026-01-02 00:10:00,87.8,1475,82,199,23,4.32,79.6,0.43,moderate,normal
2026-01-02 00:15:00,82.6,1191,70,195,24,4.61,73.0,0.6,calm,normal
2026-01-02 00:20:00,87.7,1245,80,188,23,4.7,82.2,0.69,rough,warning
2026-01-02 00:25:00,84.9,1472,68,208,22,4.3,77.3,0.73,calm,warning
2026-01-02 00:30:00,92.9,1449,83,220,19,4.56,83.0,0.68,rough,warning
2026-01-02 00:35:00,85.8,1085,70,231,21,4.26,76.3,0.71,calm,warning
2026-01-02 00:40:00,89.3,1385,65,181,21,4.47,83.3,0.31,moderate,normal
2026-01-02 00:45:00,85.7,1115,67,190,20,4.67,80.5,0.28,moderate,normal
2026-01-02 00:50:00,88.2,1340,70,216,19,4.22,79.3,0.63,calm,warning
2026-01-02 00:55:00,91.3,1059,89,217,22,4.14,81.9,0.34,calm,warning
2026-01-02 01:00:00,81.1,1261,87,211,22,4.56,73.6,0.43,moderate,normal
2026-01-02 01:05:00,81.5,1434,65,195,21,4.47,75.9,0.87,storm,critical
2026-01-02 01:10:00,88.9,1120,84,214,22,4.24,81.0,0.69,moderate,warning
2026-01-02 01:15:00,92.8,1000,78,225,18,4.17,84.1,0.53,moderate,warning
2026-01-02 01:20:00,83.5,1093,74,209,19,4.05,76.7,0.78,calm,critical
2026-01-02 01:25:00,84.1,1090,67,229,18,4.1,75.6,0.86,rough,critical
2026-01-02 01:30:00,85.7,1479,85,180,23,4.27,77.7,0.43,rough,normal
2026-01-02 01:35:00,88.4,1498,64,180,19,4.06,79.9,0.43,moderate,normal
2026-01-02 01:40:00,84.3,1327,78,194,19,4.27,77.5,0.57,moderate,normal
2026-01-02 01:45:00,97.7,1362,77,238,21,4.21,90.3,0.64,calm,critical
2026-01-02 01:50:00,81.7,1124,76,228,22,4.16,75.9,0.37,calm,normal
2026-01-02 01:55:00,91.1,1456,79,194,20,4.01,84.4,0.66,moderate,warning
2026-01-02 02:00:00,80.9,1034,69,204,24,4.75,72.6,0.46,calm,normal
